Invoice Number,Invoice Date,Sales Order#,Customer Name,Total with out GST,Total,Status,Salesperson Name,Account Type,Item Category
DN/BLR/23-24/001,06-12-2023,SO/BLR/21-22/2376,AMERICAN TECH,"INR 41,315","INR 48,752",Overdue,Abrar,C1: TCP,-No Value-
DN/BLR/23-24/002,06-12-2023,-No Value-,S. S. S. EQUIPMENT TOOLS,"INR 35,910","INR 42,374",Overdue,Manogar G,C1: TCP,-No Value-
DN/BLR/23-24/003,19-12-2023,-No Value-,AKSHAY M SAND STONE CRUSHER,"INR 11,880","INR 14,018",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1669,03-10-2023,SO/BLR23-24/1974,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 68,432","INR 80,750",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1670,03-10-2023,SO/BLR23-24/1945,MK TRADERS,"INR 4,665","INR 5,505",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1671,03-10-2023,SO/BLR23-24/1790,MP Automobiles,"INR 11,652","INR 13,749",Overdue,tousiff,C1: TCP,Lubricants
IV/BLR23-24/1672,03-10-2023,SO/BLR23-24/1961,SRI KALABYRAVESHWARA TRADERS .,"INR 2,203","INR 2,600",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1673,03-10-2023,SO/BLR23-24/1965,AMRUTHA CONSTRUCTIONS PRIVATE LIMITED,"INR 8,425","INR 9,942",Overdue,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1674,03-10-2023,SO/BLR23-24/1986,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 72,840","INR 85,952",Closed,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1675,03-10-2023,SO/BLR23-24/1912,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 4,460","INR 5,263",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1676,03-10-2023,SO/BLR23-24/1926,Aditya Construction Company,"INR 3,800","INR 4,484",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1677,03-10-2023,SO/BLR23-24/1979,PADMA OIL CENTER GOKAK,"INR 68,498","INR 80,828",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1678,03-10-2023,SO/BLR23-24/1988,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 16,730","INR 19,741",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1679,03-10-2023,SO/BLR23-24/2002,Ningana Gouda Goudar,"INR 1,250","INR 1,475",Closed,Sangamesh,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1680,03-10-2023,SO/BLR23-24/1934,Vishwa Earthmovers,"INR 85,404","INR 100,777",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1681,03-10-2023,SO/BLR23-24/1960,SRI KALABYRAVESHWARA TRADERS .,"INR 2,204","INR 2,601",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1682,03-10-2023,SO/BLR23-24/1998,TP Enterprises TP Enterprises,"INR 2,13,700","INR 252,166",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1683,03-10-2023,SO/BLR23-24/1953,SRI CHANDRA EARTH MOVERS & SPARES,"INR 22,030","INR 25,996",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1684,03-10-2023,SO/BLR23-24/1982,Vishwa Earthmovers,INR 700,INR 826,Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1685,03-10-2023,SO/BLR23-24/1990,JYOTIRLING HYDRAULIC,"INR 36,100","INR 42,598",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1686,04-10-2023,SO/BLR23-24/2009,MEK-ROK Engineering Equipments,"INR 82,500","INR 97,350",Overdue,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1687,04-10-2023,SO/BLR23-24/2027,ADITI ENTERPRISES,"INR 1,28,000","INR 151,040",Closed,Murugan,-No Value-,-No Value-
IV/BLR23-24/1688,04-10-2023,SO/BLR23-24/2018,Sri Raghavendra Automobiles,"INR 14,700","INR 17,346",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1689,04-10-2023,SO/BLR23-24/1993,"Shiva Hydraulics,Bellary","INR 92,540","INR 109,198",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1690,04-10-2023,SO/BLR23-24/2020,S.S.N.ENTERPRISES (YELWALA),"INR 55,100","INR 65,018",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1691,04-10-2023,SO/BLR23-24/2012,SRI MARUTHI ENTERPRISES,"INR 23,000","INR 27,140",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1692,04-10-2023,SO/BLR23-24/2015,NAGARAJ RAJU DASHAVANT..,"INR 2,458","INR 2,900",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1693,04-10-2023,SO/BLR23-24/2021,SRI MARUTHI ENTERPRISES,"INR 35,600","INR 42,008",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1694,04-10-2023,SO/BLR23-24/2011,SRI MANJUNATHA SPARES(Chanpatna) .,"INR 50,000","INR 59,000",Overdue,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1695,04-10-2023,SO/BLR23-24/2014,Arunodya Enterprises,"INR 34,205","INR 40,362",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1696,04-10-2023,SO/BLR23-24/1996,Sri Vishnu Automobiles,"INR 10,800","INR 12,744",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1697,05-10-2023,SO/BLR23-24/2025,SHRI MANJUNATHA ENTERPRISES,"INR 79,000","INR 93,220",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1698,05-10-2023,SO/BLR23-24/2024,SAI HYDRAULICS,"INR 66,655","INR 78,653",Overdue,Sharayu Sawant,C1: TCP,-No Value-
IV/BLR23-24/1699,05-10-2023,SO/BLR23-24/2017,Om Sai Hydraulics,"INR 12,285","INR 14,497",Closed,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1700,05-10-2023,SO/BLR23-24/1935,SRI JAMBUNADHI MURUGAN JCB SPARE PARTS,"INR 98,286","INR 115,978",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1701,05-10-2023,SO/BLR23-24/2023,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 34,216","INR 40,375",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1702,05-10-2023,SO/BLR23-24/2031,DDS JCB SERVICE CENTER .,"INR 26,300","INR 31,035",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1703,05-10-2023,SO/BLR23-24/1933,DDS JCB SERVICE CENTER .,"INR 23,730","INR 28,002",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1704,05-10-2023,SO/BLR23-24/1942,DDS JCB SERVICE CENTER .,"INR 5,594","INR 6,601",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1705,05-10-2023,SO/BLR23-24/2030,RAJATHADRI CONSTRUCTIONS,"INR 9,500","INR 11,210",Closed,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1706,05-10-2023,SO/BLR23-24/2036,AKV ENTERPRISES,"INR 16,525","INR 19,500",Closed,Murugan,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1707,05-10-2023,SO/BLR23-24/2022,SRI CHAMUNDESHWARI ENTERPRISES,"INR 42,500","INR 50,150",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1708,05-10-2023,SO/BLR23-24/2013,VIVEKANANDA EARTHMOVERS .,"INR 32,250","INR 38,055",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1709,05-10-2023,SO/BLR23-24/1931,SRI THIRUMALA ENTERPRISES,"INR 96,152","INR 113,460",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1710,05-10-2023,SO/BLR23-24/2034,Sri Narasimha Lubricants & Spares,"INR 8,250","INR 9,735",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1711,05-10-2023,SO/BLR23-24/2029,SUDI AUTO AGENCIES,"INR 49,200","INR 58,056",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1712,05-10-2023,SO/BLR23-24/1812,SSS Automobiles,"INR 7,117","INR 8,399",Closed,tousiff,C1: TCP,Ground Engaging Tools
IV/BLR23-24/1713,05-10-2023,SO/BLR23-24/2038,Sri Periyandavar And Company .,"INR 6,87,327","INR 811,048",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1714,06-10-2023,SO/BLR23-24/2043,Mangalore Earthmovers,"INR 28,250","INR 33,335",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1715,06-10-2023,SO/BLR23-24/2047,"Shree Siddha Automotive, Karwar","INR 50,050","INR 59,059",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1716,06-10-2023,SO/BLR23-24/2041,SRI LAKSHMI VENKATESHWARA AUTO MOBILES,"INR 1,42,555","INR 168,215",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1717,06-10-2023,SO/BLR23-24/2048,"Mahaveer Enterprises, TCP","INR 9,880","INR 11,659",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1718,06-10-2023,SO/BLR23-24/2040,VG SETTRU,"INR 25,000","INR 29,500",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1719,06-10-2023,SO/BLR23-24/2042,Narendra kumar .,"INR 3,800","INR 4,484",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1720,06-10-2023,SO/BLR23-24/2046,SHRI KALLESHAWAR EARTH MOVERS,"INR 62,200","INR 73,396",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1721,06-10-2023,SO/BLR23-24/1932,Sri Vinayaga Blue Metals,"INR 9,500","INR 11,210",Closed,priya,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1722,06-10-2023,SO/BLR23-24/2035,D Y UPPAR & SONS,"INR 6,000","INR 7,080",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1723,06-10-2023,SO/BLR23-24/2051,NAGARAJ RAJU DASHAVANT..,"INR 15,940","INR 18,809",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1724,06-10-2023,SO/BLR23-24/2050,SRI NANJUNDESHWARA AUTOMOBILES SPERS AND TOOLS,"INR 4,400","INR 5,192",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1725,06-10-2023,SO/BLR23-24/2055,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 19,800","INR 23,364",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/1726,06-10-2023,SO/BLR23-24/2044,SRI MARUTHI ENTERPRISES,"INR 5,070","INR 5,983",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1727,06-10-2023,SO/BLR23-24/2054,M/s N.D.Waddar & Co P.W.D.Class-1 Contractor,"INR 27,600","INR 32,568",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/1728,06-10-2023,SO/BLR23-24/2056,SS LUBRICANTS AND SPARES,"INR 28,335","INR 33,436",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1729,06-10-2023,SO/BLR23-24/2010,D Y UPPAR & SONS,"INR 59,700","INR 70,446",Overdue,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1730,06-10-2023,SO/BLR23-24/2052,SRI SRINIVASA AUTOMOBILES,"INR 26,351","INR 31,095",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1731,06-10-2023,SO/BLR23-24/1999,Sri Lakshmi Engineering Works,"INR 42,620","INR 50,292",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1732,06-10-2023,SO/BLR23-24/2062,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 72,840","INR 85,952",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1734,10-10-2023,SO/BLR23-24/2063,Mr. SHRI BASAVA EARTH MOVERS,"INR 93,220","INR 110,000",Closed,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1735,10-10-2023,SO/BLR23-24/2008,HYDROMECH TECHNOCRATS,"INR 14,500","INR 17,110",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1736,11-10-2023,SO/BLR23-24/2065,NATIONAL COLOURS,"INR 28,828","INR 34,018",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1737,11-10-2023,SO/BLR23-24/2053,Naroni Automobiles,"INR 51,360","INR 60,605",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1738,11-10-2023,SO/BLR23-24/2060,PROP M/S MARUTHI CHEMICALS (BANNUR),"INR 5,700","INR 6,726",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1739,11-10-2023,SO/BLR23-24/2067,SHREE GAJANAN ENTERPRISES,"INR 32,326","INR 38,145",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1740,11-10-2023,SO/BLR23-24/2070,SRI LAKSHMI VENKATESHWARA ENTERPRISES,"INR 25,766","INR 30,404",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1741,11-10-2023,SO/BLR23-24/2074,"Amar Engineering, TCP","INR 90,396","INR 106,668",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1742,11-10-2023,SO/BLR23-24/2057,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,"INR 70,350","INR 83,013",Overdue,Bhuvi,A1: Corporate,-No Value-
IV/BLR23-24/1743,11-10-2023,SO/BLR23-24/2078,KRUPA ENGINEERING,"INR 13,300","INR 15,694",Closed,tousiff,C2: Service Workshop,-No Value-
IV/BLR23-24/1744,11-10-2023,SO/BLR23-24/2080,Amman spared,"INR 26,314","INR 31,051",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1745,11-10-2023,SO/BLR23-24/2072,Strength Machinery,"INR 14,200","INR 16,756",Closed,tousiff,C2: Service Workshop,-No Value-
IV/BLR23-24/1746,11-10-2023,SO/BLR23-24/2076,Shivshambho Hydraulics,"INR 28,684","INR 33,848",Overdue,Yogesh Bangde,C3: Retailer,-No Value-
IV/BLR23-24/1747,11-10-2023,SO/BLR23-24/2098,AKSHAY M SAND STONE CRUSHER,"INR 5,500","INR 6,490",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1748,11-10-2023,SO/BLR23-24/2068,AKSHAY M SAND STONE CRUSHER,"INR 1,42,805","INR 168,510",Closed,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1749,11-10-2023,SO/BLR23-24/2087,ROYAL HYDRAULIC SPARES,"INR 52,000","INR 61,360",Closed,Manogar G,C2: Service Workshop,-No Value-
IV/BLR23-24/1750,11-10-2023,SO/BLR23-24/2082,GURUKRUPA ENTERPRISES,"INR 3,55,000","INR 418,900",Overdue,Nitin,-No Value-,-No Value-
IV/BLR23-24/1751,11-10-2023,SO/BLR23-24/2082,GURUKRUPA ENTERPRISES,"INR 2,20,000","INR 259,600",Closed,Nitin,-No Value-,-No Value-
IV/BLR23-24/1752,11-10-2023,SO/BLR23-24/2083,SRI SUNITHA BHARATGAS COMPANY,"INR 69,915","INR 82,500",Closed,Murugan,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1753,11-10-2023,SO/BLR23-24/2089,NAGARAJ RAJU DASHAVANT,"INR 16,468","INR 19,432",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1754,11-10-2023,SO/BLR23-24/2090,SRI SKANDA HYDRAULICS AND EARTH MOVERS,"INR 32,614","INR 38,485",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1755,11-10-2023,SO/BLR23-24/2064,SRIBALAJIAUTOMOBILES,"INR 9,828","INR 11,598",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1756,11-10-2023,SO/BLR23-24/2095,SRI LAKSHMI VENKATESWARA AUTOMOBILES,"INR 14,485","INR 17,093",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1757,11-10-2023,SO/BLR23-24/2094,V S R ENTERPRISE,"INR 10,725","INR 12,655",Closed,Murugan,C1: TCP,-No Value-
IV/BLR23-24/1758,11-10-2023,SO/BLR23-24/2000,AMRUTHA CONSTRUCTIONS PRIVATE LIMITED,"INR 39,964","INR 47,158",Overdue,Murugan,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1759,11-10-2023,SO/BLR23-24/2026,"Ajmeer Automobiles, DRP","INR 3,900","INR 4,602",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1760,11-10-2023,SO/BLR23-24/2085,GIRI ENTERPRISES,"INR 37,976","INR 44,812",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1761,11-10-2023,SO/BLR23-24/2077,Sri Lakshmi Hydraulics (NANJUNGUD),"INR 13,800","INR 16,284",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1762,11-10-2023,SO/BLR23-24/2058,NAGARAJ RAJU DASHAVANT..,"INR 6,050","INR 7,139",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1763,11-10-2023,SO/BLR23-24/2081,Bharath Enterprises,"INR 7,250","INR 8,555",Overdue,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1764,12-10-2023,SO/BLR23-24/2047,"Shree Siddha Automotive, Karwar","INR 24,700","INR 29,146",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1765,12-10-2023,SO/BLR23-24/2007,Sri Periyandavar And Company .,"INR 87,048","INR 102,717",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1766,12-10-2023,SO/BLR23-24/2105,Sri Periyandavar And Company .,"INR 3,32,160","INR 391,949",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1767,12-10-2023,SO/BLR23-24/2039,Aditya Construction Company,"INR 45,820","INR 54,068",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1768,12-10-2023,SO/BLR23-24/2084,TALWAR HYDRAULICS,"INR 41,828","INR 49,358",Overdue,Sidheshwar Chaugule,C1: TCP,-No Value-
IV/BLR23-24/1769,12-10-2023,SO/BLR23-24/2109,PRASHANT NAIK CONTRACTOR,"INR 80,931","INR 95,500",Closed,Murugan,-No Value-,-No Value-
IV/BLR23-24/1770,12-10-2023,SO/BLR23-24/2096,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 72,259","INR 85,266",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1771,12-10-2023,SO/BLR23-24/2114,DYNATRACK TECHNOLOGIES INDIA PRIVATE LIMITED,"INR 39,225","INR 46,286",Overdue,Murugan,B3: Stone Crushers,-No Value-
IV/BLR23-24/1772,12-10-2023,SO/BLR23-24/2101,Omkar Construction,"INR 3,760","INR 4,437",Overdue,Nitin,C1: TCP,-No Value-
IV/BLR23-24/1773,12-10-2023,SO/BLR23-24/2100,"Shree Atmananda Earthmovers, TCP","INR 71,201","INR 84,018",Overdue,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1774,12-10-2023,SO/BLR23-24/2088,SHRI MANJUNATHA ENTERPRISES,"INR 42,250","INR 49,855",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1775,12-10-2023,SO/BLR23-24/2116,SRI NANJUNDESHWARA AUTOMOBILES SPERS AND TOOLS,"INR 6,600","INR 7,788",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1776,12-10-2023,SO/BLR23-24/2069,V.M. HYDRAULICS AND LUBRICANTS,"INR 22,625","INR 26,698",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1777,12-10-2023,SO/BLR23-24/2118,DILIP MOTORS .,"INR 13,857","INR 16,352",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1778,12-10-2023,SO/BLR23-24/2103,"G. GURUSIDDAREDDY, CONTRACTOR","INR 5,06,779","INR 598,000",Closed,Bhuvi,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1779,12-10-2023,SO/BLR23-24/2106,NAGARAJ RAJU DASHAVANT..,"INR 15,285","INR 18,036",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1780,12-10-2023,SO/BLR23-24/2117,Mr. SHRI BASAVA EARTH MOVERS,INR 720,INR 850,Overdue,Prajwal P K,D1: Retail (Individual Owners),-No Value-
IV/BLR23-24/1781,12-10-2023,SO/BLR23-24/2069,V.M. HYDRAULICS AND LUBRICANTS,"INR 8,750","INR 10,325",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1782,12-10-2023,SO/BLR23-24/2102,Arunodya Enterprises,"INR 65,128","INR 76,852",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1783,13-10-2023,SO/BLR23-24/2119,AJANTA AUTOMOBILES,"INR 13,220","INR 15,600",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1784,13-10-2023,SO/BLR23-24/2102,Arunodya Enterprises,"INR 15,380","INR 18,149",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1785,13-10-2023,SO/BLR23-24/2124,SRI VINAYAGA AUTOMOBILES,"INR 45,096","INR 53,214",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1786,13-10-2023,SO/BLR23-24/2079,SREE VINAYAGA JCB HYDRAULIC,"INR 30,678","INR 36,200",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1788,13-10-2023,SO/BLR23-24/2125,Sri Manjunatha Spares (Malavalli),"INR 17,414","INR 20,549",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1789,13-10-2023,SO/BLR23-24/2122,M K SPARE PARTS .,"INR 18,804","INR 22,189",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1790,13-10-2023,SO/BLR23-24/2086,P.P.ENTERPRISES,"INR 77,000","INR 90,860",Closed,Sangamesh,Customer BMM,-No Value-
IV/BLR23-24/1791,13-10-2023,SO/BLR23-24/2004,Aarushi Earthmovers,"INR 2,16,100","INR 254,998",Closed,Sangamesh,-No Value-,-No Value-
IV/BLR23-24/1792,13-10-2023,SO/BLR23-24/2086,P.P.ENTERPRISES,"INR 75,225","INR 88,766",Closed,Sangamesh,Customer BMM,-No Value-
IV/BLR23-24/1793,14-10-2023,SO/BLR23-24/2059,RKAUTOMOBILES,"INR 4,400","INR 5,192",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1794,14-10-2023,SO/BLR23-24/1994,M/s ANIL ENTERPRISES,"INR 22,454","INR 26,496",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1795,14-10-2023,SO/BLR23-24/2131,SHREE AMMAN EARTH MOVERS & SPARES,"INR 40,268","INR 47,517",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1796,14-10-2023,SO/BLR23-24/2130,Kiran Enterprises,"INR 26,642","INR 31,438",Overdue,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1797,14-10-2023,SO/BLR23-24/2148,RAJA RAJESWARI SPARES & SERVICES,"INR 14,600","INR 17,228",Closed,Chandrika,C2: Service Workshop,-No Value-
IV/BLR23-24/1798,14-10-2023,SO/BLR23-24/2138,Shree Auto Spare Parts,"INR 12,813","INR 15,120",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1799,14-10-2023,SO/BLR23-24/2137,KINGSTRADERS,"INR 24,570","INR 28,993",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1800,14-10-2023,SO/BLR23-24/2144,SS LUBRICANTS AND SPARES,"INR 13,800","INR 16,284",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1801,14-10-2023,SO/BLR23-24/2113,K DODDA HANUMANTHAPPA,"INR 65,000","INR 76,700",Overdue,Sangamesh,B2: Class 1 Contractors,-No Value-
IV/BLR23-24/1802,14-10-2023,SO/BLR23-24/2120,P S HANCHANAL ENTERPRISES,"INR 16,945","INR 19,996",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1803,14-10-2023,SO/BLR23-24/2134,ANURADHA SANGANGOUDA AMATIGOUDAR,"INR 69,050","INR 81,479",Overdue,Sangamesh,B1: Zonal Corporate,-No Value-
IV/BLR23-24/1804,14-10-2023,SO/BLR23-24/2132,Sri Basaveshwara Auto Mobiles,"INR 1,38,254","INR 163,140",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1805,16-10-2023,SO/BLR23-24/2143,S S JCB SPARES,"INR 8,813","INR 10,400",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1806,16-10-2023,SO/BLR23-24/2140,HYDRO FLEXIBLES,"INR 10,000","INR 11,800",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1807,16-10-2023,SO/BLR23-24/2141,S F AUTOMOBILES,"INR 5,508","INR 6,500",Overdue,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1808,16-10-2023,SO/BLR23-24/2159,S G PROJECTS,"INR 2,203","INR 2,600",Closed,Vignesh G,C1: TCP,-No Value-
IV/BLR23-24/1809,16-10-2023,SO/BLR23-24/2133,VG SETTRU,"INR 5,750","INR 6,785",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1810,16-10-2023,SO/BLR23-24/2146,WELCOME AGENCIES,"INR 24,570","INR 28,993",Closed,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1811,16-10-2023,SO/BLR23-24/2152,MAHALAXMI EARTH MOVERS,"INR 36,576","INR 43,160",Closed,Sangamesh,C1: TCP,-No Value-
IV/BLR23-24/1812,16-10-2023,SO/BLR23-24/2150,SREE NEEVEE EARTH MOVEING,"INR 80,000","INR 94,400",Overdue,Manogar G,C1: TCP,-No Value-
IV/BLR23-24/1813,16-10-2023,SO/BLR23-24/2122,M K SPARE PARTS .,"INR 7,890","INR 9,311",Overdue,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1814,16-10-2023,SO/BLR23-24/2142,SAH HYDRAULICS EARTH MOVING SPARES .,"INR 15,300","INR 18,054",Closed,Chetan A,C1: TCP,-No Value-
IV/BLR23-24/1815,16-10-2023,SO/BLR23-24/2139,SHIVA SHAKTHI HYDROCARE,"INR 88,000","INR 103,840",Closed,tousiff,C1: TCP,-No Value-
IV/BLR23-24/1816,16-10-2023,SO/BLR23-24/2160,Sri Lakshmi Hydraulics (NANJUNGUD),"INR 13,800","INR 16,284",Closed,Abrar,C1: TCP,-No Value-
IV/BLR23-24/1817,16-10-2023,SO/BLR23-24/2153,Pallavi Automobiles,"INR 24,576","INR 29,000",Closed,TEJAS L,C1: TCP,-No Value-
IV/BLR23-24/1818,16-10-2023,SO/BLR23-24/1838,Sri Periyandavar And Company .,"INR 5,820","INR 6,868",Closed,Chandrika,C2: Service Workshop,"Lubricants,Ground Engaging Tools,Undercarriage"
IV/BLR23-24/1819,16-10-2023,SO/BLR23-24/2128,Aditya Construction Company,"INR 45,600","INR 53,808",Closed,Sangamesh,A1: Corporate,-No Value-
IV/BLR23-24/1820,17-10-2023,SO/BLR23-24/2130,Kiran Enterprises,"INR 5,735","INR 6,768",Overdue,tousiff,C1: TCP,-No Value-
